0,296
100,394
200,492
300,591
400,693
500,774
600,891
700,990
800,1091
900,1115
1000,1201
1100,1299
1200,1447
1300,1398
1400,1482
1500,1427
1600,1537
1700,1734
1800,1600
1900,1754
2000,1649
2100,1836
2200,1802
2300,1878
2400,1949
2500,1980
2600,1939
2700,2227
2800,2120
2900,1995
3000,2080
3100,2041
3200,2197
3300,2254
3400,2203
3500,2171
3600,2178
3700,2258
3800,2182
3900,2487
4000,2189
4100,2540
4200,2295
4300,2377
4400,2403
4500,2279
4600,2426
4700,2478
4800,2529
4900,2508
5000,2306
5100,2355
5200,2426
5300,2393
5400,2555
5500,2427
5600,2677
5700,2545
5800,2585
5900,2549
6000,2480
6100,2866
6200,2599
6300,2492
6400,2621
6500,2675
6600,2480
6700,2669
6800,2504
6900,2715
7000,2672
7100,2551
7200,2796
7300,2710
7400,2543
7500,2938
7600,2670
7700,2873
7800,2642
7900,2791
8000,2827
8100,2748
8200,2854
8300,2888
8400,2851
8500,2677
8600,2842
8700,2874
8800,2904
8900,2907
9000,2952
9100,2844
9200,2791
9300,2739
9400,2822
9500,2757
9600,2867
9700,2847
9800,2949
9900,2784
10000,2888
10100,2894
10200,2710
10300,2906
10400,2921
10500,2996
10600,2860
10700,2906
10800,2882
10900,2986
11000,3006
11100,2859
11200,3020
11300,2852
11400,2868
11500,2857
11600,3089
11700,2850
11800,2905
11900,3085
12000,3031
12100,2893
12200,2933
12300,2853
12400,2810
12500,3034
12600,2953
12700,3118
12800,3114
12900,3061
13000,3051
13100,3114
13200,3055
13300,3053
13400,3160
13500,3129
13600,3004
13700,3095
13800,3094
13900,3146
14000,3114
14100,3112
14200,3144
14300,3129
14400,3087
14500,3156
14600,3302
14700,3034
14800,3067
14900,3162
15000,3260
15100,3116
15200,3203
15300,3116
15400,3149
15500,3215
15600,3100
15700,3235
15800,3213
15900,3113
16000,3122
16100,3045
16200,3239
16300,3148
16400,3172
16500,3239
16600,3250
16700,3077
16800,3109
16900,3140
17000,3189
17100,3093
17200,3223
17300,3251
17400,3087
17500,3159
17600,3271
17700,3232
17800,3250
17900,3181
18000,3257
18100,3157
18200,3352
18300,3312
18400,3209
18500,3210
18600,3199
18700,3273
18800,3304
18900,3135
19000,3382
19100,3273
19200,3242
19300,3179
19400,3177
19500,3459
19600,3311
19700,3275
19800,3305
19900,3272
20000,3139
20100,3264
20200,3327
20300,3317
20400,3383
20500,3308
20600,3237
20700,3389
20800,3306
20900,3445
21000,3343
21100,3381
21200,3184
21300,3356
21400,3358
21500,3253
21600,3443
21700,3324
21800,3286
21900,3508
22000,3372
22100,3371
22200,3455
22300,3379
22400,3404
22500,3523
22600,3463
22700,3183
22800,3434
22900,3340
23000,3376
23100,3373
23200,3426
23300,3529
23400,3378
23500,3410
23600,3452
23700,3361
23800,3473
23900,3354
24000,3495
