2923200,7467
1555400,6529
2616700,7315
1077400,6272
1246900,6438
1316000,6349
2493100,7165
562400,6078
722000,6094
1558000,6514
2323000,6911
809600,5918
836800,5864
1881900,6449
2186600,6627
2571800,6960
2592600,7022
119600,4804
156900,4924
983200,6053
2302600,6951
1316400,6536
2676300,7260
777100,5900
2566400,6771
1116300,6235
2433100,6993
273300,5203
1107100,6280
2230200,6884
290500,5385
1761000,6465
1918800,6466
2038800,6793
1300,1364
1827300,6479
1422900,6544
2013700,6566
2695800,7228
1302600,6450
1308000,6557
1538400,6606
1564800,6602
1850300,6552
2611700,6971
523900,5801
1379100,6697
1266400,6361
1309900,6450
1335400,6236
1391200,6551
268500,5223
1173600,6419
2414800,6957
2661800,7101
758300,6045
900900,5810
2799600,7087
115500,4692
1048300,6143
1396900,6518
1406000,6611
145600,4854
1111300,6333
1162800,6354
1351400,6655
2950900,7221
807800,5864
1134200,6336
1912600,6572
2664300,7141
331400,5610
540100,5782
1562700,6365
2183500,6605
2542000,7102
2839800,7120
15600,3171
2359100,6827
2345300,6999
2485800,6928
587700,5964
1163700,6473
2421800,6946
2558000,7087
2793400,7243
1218800,6315
2404000,7076
1907100,6780
2364200,6746
559200,5763
1984200,6609
2055200,6734
2163300,6769
2656800,7152
2740800,7295
443600,5452
540500,5571
2077600,6539
1008700,6019
408300,5477
1929800,6668
903400,5972
1801400,6548
1350800,6570
1538900,6612
2263500,6872
133100,4949
937400,5999
1898800,6592
2418800,6818
2671900,7084
1146100,6337
1881200,6391
1321000,6452
1566600,6651
1756900,6439
2534100,7071
61900,4206
356600,5501
1360900,6438
1491000,6622
2053300,6721
875000,5929
1242700,6469
2536400,7047
1136200,6257
2248600,6797
2428100,7193
1511700,6435
1895600,6372
2098800,6635
2176300,6713
2235900,6910
658800,5925
947700,6023
1477600,6464
2699600,7189
518200,5683
609400,5864
2345900,7012
2756400,7159
2880100,7203
521500,5763
1265900,6579
2276100,6865
2318200,6988
608800,6031
766600,6016
2680200,7160
2708300,7040
715400,5928
1648400,6397
2817000,7401
2925900,7126
1676100,6286
2140800,6862
697500,5920
883500,5854
2831900,6939
133900,4986
360000,5481
2259600,6720
29100,3679
1685700,6484
2349700,6796
2845800,7139
3600,2107
2345600,6963
1032200,5900
1351800,6557
2050300,6807
2310900,6962
2601800,7090
688000,6170
780600,5965
70900,4444
1443600,6555
1878200,6499
2286800,6926
2448400,6987
2456100,6935
219500,5143
1159900,6293
1046200,6253
1245700,6657
1790100,6176
2816500,7104
1714300,6531
1786800,6403
1392900,6656
1429800,6561
2631900,7032
29200,3572
524700,5680
1498100,6592
2046400,6684
1228100,6433
1553400,6419
1750700,6361
2749400,7052
2828400,7289
79300,4434
568700,5879
2460100,7038
2974400,7096
2173600,6802
2269600,6830
1546800,6464
464800,5274
1488100,6512
1526100,6408
1614400,6599
2124300,6699
2366200,6837
2742100,6972
2937300,7176
365300,5568
900000,6093
1908400,6621
2473200,7061
1801300,6542
1875200,6498
782700,5972
2000100,6796
2107500,6582
199100,5350
668900,5826
2762300,7147
1456600,6615
1474700,6591
1420800,6527
1908200,6514
2543300,7245
2540900,6903
2546400,6990
2693300,7172
131000,5076
242700,5216
1250600,6407
1384100,6691
1735200,6554
2018900,6701
247000,5062
980300,6058
1661600,6425
2630200,7095
2646100,6883
1085700,6209
1521000,6444
1821000,6695
2217300,6972
659400,6082
1783000,6480
2109400,6696
987400,6089
1793200,6337
2840800,7324
2949700,7175
1231400,6486
2198900,6816
993000,6077
2905500,7207
1062600,6157
1475200,6574
2956200,7132
527700,5687
704100,6046
2791000,7012
572300,5678
2265800,6913
874500,5945
1503100,6388
1634200,6330
1828100,6650
1954800,6650
2897300,7093
113000,4582
669100,6141
2828100,7179
43900,3705
777600,5917
2112700,6822
2277500,7128
2575300,6889
1273600,6578
1984300,6696
789700,5735
877800,5816
1502600,6429
2059900,6797
2824700,7305
2863000,7124
294700,5699
730200,6077
491600,5619
1780800,6464
1569000,6656
2394300,6971
739100,6246
1331000,6410
2599600,6938
1574100,6500
1601100,6673
209500,5031
1912000,6629
733500,6071
1682600,6484
1708500,6379
2895500,7290
1402400,6531
1526200,6446
2519700,6947
1303400,6583
1933300,6599
1327600,6486
2151900,6744
2909300,7332
2918800,7338
2999900,7201
629500,5983
1081700,6199
2405500,6953
2703400,7305
2884900,7123
625100,6055
2396000,6980
687400,6037
2272800,6850
1198800,6426
2374100,6940
2668100,7080
2989800,7086
85900,4571
786000,6001
1609200,6477
878800,5837
1268400,6518
2862500,7368
647700,6037
1473500,6570
1696700,6302
2054600,6630
2069100,6547
672700,6120
1646400,6429
1464100,6539
2890500,6985
500,769
1355000,6555
991900,6116
1943700,6408
2289800,6959
2306500,6913
462500,5572
597300,5870
1446200,6529
1486700,6678
2433000,6862
1114600,6428
1420100,6725
2681700,7011
4200,2086
536200,5852
1213000,6415
2154800,6647
571100,5657
582900,5870
2026800,6632
2423700,7030
1393800,6690
1656800,6542
1662900,6398
2973800,7135
834000,6038
908800,5768
1076200,6336
1126900,6412
1647500,6313
2374500,6903
2703100,7026
2703900,7077
113400,4594
578200,5881
1125400,6258
1163900,6432
1374600,6504
1649500,6516
2132400,6876
288100,5494
450400,5531
2904400,7179
286700,5590
1592000,6294
1886200,6369
1154000,6315
1581800,6603
1418400,6645
1442100,6723
1615900,6506
2188700,6785
2739300,7126
161100,5083
621200,5950
1348800,6446
336700,5486
1372000,6642
1487600,6519
2231500,6905
2274900,6981
130100,4819
215600,4860
1598200,6497
1897700,6648
2890100,7144
4800,2572
1081200,6333
2140400,6761
2189700,6926
2449200,7087
1019000,6224
1436900,6587
1931300,6562
2697700,7174
964000,5961
1748200,6434
322000,5663
548700,5717
874200,5912
1119200,6303
1573700,6640
2457700,7077
10400,2758
130900,4896
2395800,6945
1825600,6507
2363900,7113
2865900,7024
2923900,7198
756300,6003
1916700,6591
2054300,6496
2298600,6698
2330000,6667
2512100,7112
633400,5966
2021100,6719
2600100,7238
590600,5787
2421200,7033
1846800,6325
1874800,6689
2332900,7031
2468500,7090
2498600,7107
434800,5348
534400,5805
1835000,6665
1996700,6621
2657600,6988
2800900,7068
1138800,6174
1147400,6254
2367500,7102
2886800,7221
636600,5956
1240800,6538
1960300,6623
1623300,6529
1873500,6542
2098100,6629
2350700,6867
2788600,7291
283200,5404
1078100,6389
2389700,6895
2506400,7007
2954400,7181
1143900,6403
2297600,6979
1848500,6417
2619800,7184
593100,5981
636500,6133
1801000,6353
1896200,6689
2606400,7172
1318500,6592
1382800,6505
379800,5553
557200,5841
1577600,6465
1897300,6402
2927900,7114
760000,6105
834800,5945
1664500,6290
2540000,6964
794700,6049
1164700,6395
2372800,7022
2710400,6970
2810900,7224
129300,4810
2166400,6660
1849700,6455
28700,3599
1394100,6465
1852200,6344
74900,4375
1264500,6565
844700,5736
1141800,6296
628700,6102
717200,6100
2182400,6660
2546100,7238
2629200,7128
1641200,6333
2110400,6720
2434900,6900
2779200,6955
2854300,7235
2935300,7131
2213100,6816
2712900,7118
2794100,7104
43400,3964
1107500,6300
989100,6008
2408700,7117
244600,5295
529100,5756
1130400,6340
181300,5070
898400,5897
14500,2913
2759400,7079
491200,5509
594300,5794
1514700,6559
1559300,6511
1841600,6534
2640400,6983
194000,5088
438900,5498
1440800,6510
2363200,6945
2425200,6828
1066900,6196
1088800,6176
2342600,6979
2347300,6828
2822400,7164
348500,5358
1714100,6504
830100,6028
1452500,6650
2367800,6965
2551800,6978
2700900,7022
349000,5717
693100,6031
27900,3438
1995600,6647
1889500,6401
2074900,6616
2211100,6670
2345400,6769
2538500,7066
2701700,7186
100200,4575
1887200,6596
1695400,6513
